2127037	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__vectors', 's__Chloroplast_expression_vector_pCEV1']
766747	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__synthetic_organisms', 's__synthetic_Mycoplasma_mycoides_JCVI-syn1.0']
1356679	['UNKNOWN__root', 'UNKNOWN__unclassified_sequences', 'UNKNOWN__mixed_culture', 'UNKNOWN__environmental_samples', 's__methanogenic_prokaryote_enrichment_culture_B19_149']
419256	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__vectors', 's__Expression_vector_pBCGL2']
1356791	['UNKNOWN__root', 'UNKNOWN__unclassified_sequences', 'UNKNOWN__mixed_culture', 'UNKNOWN__environmental_samples', 's__methanogenic_prokaryote_enrichment_culture_B31_3_110']
2562133	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__vectors', 's__Cloning_vector_pSAS31_redac']
2081733	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__vectors', 's__Cloning_vector_pCA-DEST1302']
2081753	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__vectors', 's__Cloning_vector_pCA-DEST2301']
488339	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__synthetic_organisms', 's__synthetic_Mycoplasma_genitalium_JCVI-1.0']
1356720	['UNKNOWN__root', 'UNKNOWN__unclassified_sequences', 'UNKNOWN__mixed_culture', 'UNKNOWN__environmental_samples', 's__methanogenic_prokaryote_enrichment_culture_B19_75']
1209513	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__vectors', 's__Cloning_vector_DH7-21']
2506952	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__vectors', 's__Cloning_vector_pCPC54']
1899387	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__vectors', 's__Cloning_vector_GAPTrapT2AIresMygro']
1356790	['UNKNOWN__root', 'UNKNOWN__unclassified_sequences', 'UNKNOWN__mixed_culture', 'UNKNOWN__environmental_samples', 's__methanogenic_prokaryote_enrichment_culture_B31_3_109']
2081738	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__vectors', 's__Cloning_vector_pCA-DEST1400']
1945455	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__vectors', 's__Yeast_expression_vector_pAS2-hFIP2']
2025731	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__vectors', 's__HIV-1_vector_pMN4/LSDQgtu']
329805	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__vectors', 's__Shuttle_vector_pCB112-Edim6']
1431316	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__vectors', 's__Expression_vector_pUDE214']
2081742	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__vectors', 's__Cloning_vector_pCA-DEST1410']
46449	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__vectors', 's__Cloning_vector_pAM120']
2081749	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__vectors', 's__Cloning_vector_pCA-DEST2210']
2081724	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__vectors', 's__Cloning_vector_pCA-DEST1200']
1356736	['UNKNOWN__root', 'UNKNOWN__unclassified_sequences', 'UNKNOWN__mixed_culture', 'UNKNOWN__environmental_samples', 's__methanogenic_prokaryote_enrichment_culture_B31_1_1']
1931146	['UNKNOWN__root', 'UNKNOWN__other_sequences', 'UNKNOWN__artificial_sequences', 'UNKNOWN__vectors', 's__Cloning_vector_pNOV076']
